"name","run.no.in.std.order","run.no","run.no.std.rp","sizea","sizeb","temp","Blocks"
"1","1991",1,1991,"8","7","tt",".5"
"2","15542",2,15542,"8","5","tt",".33"
"3","13276",3,13276,"5","1","tn",".28"
"4","13677",4,13677,"5","2","nt",".29"
"5","10847",5,10847,"1","1","nn",".23"
"6","11381",6,11381,"8","7","nt",".24"
"7","20824",7,20824,"9","4","nn",".44"
"8","8949",8,8949,"8","8","nt",".19"
"9","5955",9,5955,"12","6","nn",".13"
"10","2224",10,2224,"6","0","nn",".5"
"11","13086",11,13086,"8","3","nn",".28"
"12","19499",12,19499,"7","4","tt",".41"
"13","728",13,728,"9","9","tt",".2"
"14","17378",14,17378,"11","4","tn",".37"
"15","1212",15,1212,"11","3","nn",".3"
"16","6400",16,6400,"14","4","nn",".14"
"17","15758",17,15758,"14","4","tn",".34"
"18","8422",18,8422,"14","14","tt",".18"
"19","15626",19,15626,"3","1","nn",".33"
"20","11336",20,11336,"7","0","tn",".24"
"21","11796",21,11796,"3","3","nn",".25"
"22","12033",22,12033,"6","0","nt",".26"
"23","20152",23,20152,"11","10","nn",".43"
"24","4197",24,4197,"6","2","tt",".9"
"25","12335",25,12335,"4","3","nt",".26"
"26","10991",26,10991,"3","0","tn",".24"
"27","414",27,414,"4","4","nt",".1"
"28","10825",28,10825,"14","12","nn",".23"
"29","1361",29,1361,"5","5","tt",".3"
"30","9965",30,9965,"7","6","tn",".21"
"31","6784",31,6784,"13","1","nn",".15"
"32","15703",32,15703,"7","6","tn",".33"
"33","20062",33,20062,"13","0","nt",".43"
"34","1107",34,1107,"9","3","nn",".3"
"35","1728",35,1728,"12","4","nt",".4"
"36","15708",36,15708,"12","4","tt",".33"
"37","18896",37,18896,"14","10","tn",".40"
"38","12341",38,12341,"5","5","nn",".26"
"39","19471",39,19471,"12","5","nn",".41"
"40","12622",40,12622,"11","3","tn",".27"
"41","1449",41,1449,"10","0","nt",".4"
"42","16295",42,16295,"12","3","tn",".35"
"43","19757",43,19757,"12","12","nn",".42"
"44","22813",44,22813,"11","5","nt",".48"
"45","23626",45,23626,"9","7","tt",".50"
"46","5969",46,5969,"11","6","tn",".13"
"47","16123",47,16123,"9","7","tt",".34"
"48","14125",48,14125,"14","12","nt",".30"
"49","4750",49,4750,"11","9","nt",".10"
"50","20949",50,20949,"12","12","tn",".45"
"51","17016",51,17016,"4","0","tt",".36"
"52","20325",52,20325,"5","4","tn",".43"
"53","18398",53,18398,"3","3","tn",".39"
"54","533",54,533,"14","3","tn",".2"
"55","19915",55,19915,"12","11","nt",".42"
"56","6080",56,6080,"10","0","nn",".13"
"57","17089",57,17089,"7","4","tt",".36"
"58","10893",58,10893,"11","6","nt",".23"
"59","6594",59,6594,"13","5","tn",".14"
"60","23794",60,23794,"2","2","nn",".50"
"61","19364",61,19364,"13","8","tn",".41"
"62","10516",62,10516,"9","2","nt",".23"
"63","12919",63,12919,"5","3","nn",".28"
"64","520",64,520,"11","6","nn",".2"
"65","16571",65,16571,"10","7","nt",".35"
"66","19935",66,19935,"12","4","nt",".42"
"67","14444",67,14444,"9","9","nn",".31"
"68","21539",68,21539,"12","12","nn",".46"
"69","19482",69,19482,"14","4","tt",".41"
"70","14417",70,14417,"6","6","tt",".31"
"71","4509",71,4509,"12","1","tt",".10"
"72","523",72,523,"10","5","tn",".2"
"73","2473",73,2473,"9","5","tn",".6"
"74","14742",74,14742,"8","3","nn",".31"
"75","8937",75,8937,"11","7","nn",".19"
"76","6356",76,6356,"14","10","nn",".14"
"77","20756",77,20756,"3","2","tn",".44"
"78","12571",78,12571,"5","1","tn",".27"
"79","22102",79,22102,"10","0","tn",".47"
"80","4110",80,4110,"13","3","nn",".9"
"81","13303",81,13303,"12","2","nt",".28"
"82","1616",82,1616,"13","13","nt",".4"
"83","22370",83,22370,"5","1","tt",".47"
"84","7594",84,7594,"10","9","tn",".16"
"85","2088",85,2088,"12","6","nn",".5"
"86","14267",86,14267,"12","1","nt",".30"
"87","3940",87,3940,"3","1","nt",".9"
"88","2166",88,2166,"10","6","tn",".5"
"89","4676",89,4676,"7","1","nt",".10"
"90","19963",90,19963,"14","11","nt",".42"
"91","8518",91,8518,"2","0","tn",".18"
"92","14548",92,14548,"4","1","tt",".31"
"93","8753",93,8753,"10","1","nt",".19"
"94","10114",94,10114,"12","0","tt",".22"
"95","20913",95,20913,"12","10","nt",".44"
"96","13956",96,13956,"12","9","nn",".30"
"97","21745",97,21745,"5","3","nn",".46"
"98","22323",98,22323,"3","2","tt",".47"
"99","7501",99,7501,"8","2","nn",".16"
"100","4763",100,4763,"10","6","nn",".11"
"101","4724",101,4724,"11","6","nt",".10"
"102","3255",102,3255,"13","8","tt",".7"
"103","3349",103,3349,"13","7","tt",".8"
"104","3143",104,3143,"10","0","nn",".7"
"105","4140",105,4140,"13","9","nn",".9"
"106","17471",106,17471,"14","9","tn",".37"
"107","3192",107,3192,"8","4","tt",".7"
"108","20601",108,20601,"9","9","tt",".44"
"109","21649",109,21649,"11","1","nn",".46"
"110","4553",110,4553,"13","10","tt",".10"
"111","6046",111,6046,"8","7","nt",".13"
"112","14142",112,14142,"9","9","nn",".30"
"113","3274",113,3274,"8","5","tn",".7"
"114","22732",114,22732,"9","9","tt",".48"
"115","18138",115,18138,"13","8","tn",".39"
"116","10875",116,10875,"11","11","nt",".23"
"117","4679",117,4679,"11","11","tt",".10"
"118","15642",118,15642,"6","1","nn",".33"
"119","18450",119,18450,"12","7","nt",".39"
"120","12301",120,12301,"7","2","tn",".26"
"121","11630",121,11630,"8","6","tt",".25"
"122","15959",122,15959,"13","0","tn",".34"
"123","13464",123,13464,"9","9","tt",".29"
"124","19433",124,19433,"6","5","tt",".41"
"125","2919",125,2919,"6","0","tt",".7"
"126","9174",126,9174,"11","2","tn",".20"
"127","4077",127,4077,"6","4","nn",".9"
"128","20584",128,20584,"2","2","tt",".44"
"129","5166",129,5166,"7","1","nn",".11"
"130","1175",130,1175,"12","6","tn",".3"
"131","7282",131,7282,"10","7","nt",".16"
"132","264",132,264,"8","7","tt",".1"
"133","5757",133,5757,"14","14","nt",".13"
"134","1430",134,1430,"6","6","tt",".4"
"135","16112",135,16112,"4","0","tn",".34"
"136","4820",136,4820,"14","9","tt",".11"
"137","15445",137,15445,"8","8","tn",".33"
"138","12304",138,12304,"5","0","tn",".26"
"139","13838",139,13838,"13","9","tt",".30"
"140","14068",140,14068,"11","4","tn",".30"
"141","2235",141,2235,"13","8","tn",".5"
"142","1189",142,1189,"14","0","nt",".3"
"143","20682",143,20682,"11","0","nt",".44"
"144","6028",144,6028,"13","13","nt",".13"
"145","6647",145,6647,"11","4","tt",".14"
"146","23509",146,23509,"7","3","nt",".50"
"147","21163",147,21163,"13","4","tt",".45"
"148","23153",148,23153,"14","9","nn",".49"
"149","12163",149,12163,"4","2","tn",".26"
"150","16901",150,16901,"8","7","nn",".36"
"151","17173",151,17173,"1","0","nt",".37"
"152","7931",152,7931,"2","0","tn",".17"
"153","16446",153,16446,"12","8","nt",".35"
