"sizea","sizeb","temp","cyca","l3ra","l3ma","cycb","l3rb","l3mb"
32768,3072,"nt",7175797068,1328,160,5039400838,1032196631,54839
7168,5120,"tt",8858712373,1126168708,231061735,5140813213,1038494555,265920
16384,6144,"nn",9573895000,695,34,26701686604,636,5
7168,7168,"tn",5449554434,1126153371,214076,28058364214,1559,1131
12288,12288,"tt",10137299457,462964976,462955207,10144792612,462950604,462940833
262144,6144,"tn",5539536558,252186515,252179280,26857016315,217857,217298
5120,4096,"nn",26865405597,592,324,27102242040,670,243
16384,2048,"nn",9548893155,695,52,26558258781,216,7
131072,12288,"tn",5496618034,252187824,250235779,11823168875,72533,72113
65536,7168,"tt",5208259617,262703530,262695580,5777542872,1126155044,8987259
262144,131072,"tt",5528280059,252274371,252267892,5531850770,252246981,252238773
8192,2048,"tn",5176390632,919309315,22590170,26667177013,2033,1786
7168,3072,"nt",27976383684,937,451,5039322838,1032195581,55192
65536,7168,"nn",6747303644,4721,76,28080472340,658,73
262144,262144,"nt",6557010838,501862,461079,5598946023,252187925,252180967
131072,65536,"nn",6450816536,192373,66,6723880272,6224,27
1024,0,"nn",26242336426,105,0,1922,43,28
7168,0,"nn",27932055721,439,12,2062,49,41
4096,0,"tt",5003706928,1042194786,75508,2254,56,37
262144,0,"tt",4951828651,252171118,252163910,2151,52,43
65536,1024,"tn",5480823685,262690849,245460835,27052148938,819,627
131072,65536,"tt",5556930823,253306667,253300376,5741411215,263814021,260145558
8192,3072,"tt",7670765717,919320477,207346337,5073442235,1032196164,117867
262144,65536,"tt",5574549492,253070288,253063749,5751662423,263584155,260436317
262144,3072,"nt",6214300161,482559,3079,5039414657,1032194794,54275
12288,12288,"tn",5284935032,462944961,182024550,11739354807,333342,331312
32768,0,"nt",7170857189,1327,7,2143,52,36
3072,0,"tn",4953276847,1032193407,54286,2342,47,37
131072,5120,"nt",6218853429,189570,3581,5095025515,1038493510,98298
16384,6144,"tn",5286923361,371676612,207436584,26776795113,152262,150017
65536,0,"tn",4895543118,262693424,245278146,2013,45,33
5120,4096,"tn",5021293469,1038493981,99853,26282061377,642,98
16384,6144,"tt",6479919928,371698565,315151582,5291882100,1063773878,799538
6144,0,"nt",26385511395,345,9,2464,50,40
65536,12288,"nn",6736992582,6064,79,11694130823,1120,18
262144,0,"nt",6207997400,482200,541,2082,58,39
16384,1024,"nn",9623627137,1197,627,26641534526,254,52
65536,32768,"nn",6732975898,4987,81,7430893267,1475,26
4096,2048,"tt",5040350050,1042197497,75802,5130608487,1048577181,35609
65536,8192,"nt",6589369298,415351,413078,5099512487,919309243,15415972
2048,2048,"tn",5042991632,1048577204,35631,26427019049,338,10
12288,7168,"nt",11464681154,11906,11472,5529205425,1126153363,220855
131072,3072,"tn",5502296105,252188807,250214355,26361160796,1495,1204
8192,2048,"nn",23756955639,936,515,27239192032,284,80
16384,0,"tt",4834498836,371674717,206241078,2042,42,33
131072,1024,"nn",6467344287,177955,81,26432549383,176,3
16384,7168,"nn",9575461451,682,48,28241577442,986,10
32768,2048,"nn",7478792005,1297,47,26476412792,319,6
131072,0,"tn",4914721070,252187595,250222748,2285,51,39
262144,16384,"tt",5639994803,254303229,254299443,5962459963,375495140,238299909
4096,3072,"tn",5015372198,1042196337,74862,26173721056,467,189
7168,3072,"nn",29096375508,415,15,26894434246,338,38
12288,6144,"tn",5282585790,462945703,181330529,26866896373,386109,383159
6144,5120,"nn",27557607750,410,5,26792146904,500,52
262144,4096,"tn",5543171790,252184981,252177716,26702431208,42637,41852
1024,0,"tn",5031078062,1048577108,17253,2324,55,37
65536,65536,"nt",6812329538,435139,434323,5521277327,262693919,245525611
131072,65536,"nn",6443938228,174562,107,6715484400,6880,21
65536,7168,"nt",6486140330,19399,16863,5528557130,1126153310,200308
65536,65536,"tn",5480400405,262693773,245352383,6842076436,433956,431253
8192,7168,"nn",23781704350,451,43,28835658160,676,5
12288,1024,"tt",5485516493,462947740,218566292,5147317927,1048577988,41228
16384,5120,"nt",9202485177,1056,685,5095675095,1038493455,99042
65536,6144,"nn",6738026638,5610,70,26537483058,675,98
12288,2048,"nn",11958777274,606,40,26718063828,276,2
7168,0,"tt",5446086605,1126152999,491870,1901,51,31
131072,3072,"nn",6469445733,190973,84,26014874170,343,4
65536,5120,"nt",6481856500,5544,1807,5094933111,1038493525,97926
262144,1024,"nn",6467949202,482338,131,26435666370,217,5
5120,4096,"tt",7586327325,1038502977,165665326,5173283674,1042199712,619902
4096,4096,"tt",5092358431,1042197136,604708,6091038302,1042203134,51817427
16384,3072,"tn",5280485953,371677997,206708803,26423554600,3763,3314
5120,5120,"tn",5021346743,1038493598,100243,25929675979,783,49
131072,32768,"tn",5509762890,252190581,250163279,7539806111,355944,354685
5120,0,"nn",25819352826,399,11,2106,49,39
65536,3072,"tn",5478025067,262691966,245429977,26493615789,1534,1252
6144,1024,"tt",5177738026,1063772602,496363,5131341491,1048577366,19865
65536,3072,"nt",6487051543,9128,4349,5040139283,1032195758,53871
131072,5120,"nn",6460882444,178795,61,25906143959,797,7
16384,8192,"nn",9593220702,707,71,23133182185,983,5
65536,1024,"nn",6743279889,5089,77,26447676896,230,16
12288,12288,"tt",7980005218,463632724,344881466,6068726976,464108019,219780074
7168,3072,"tt",8164042265,1126162755,180208013,5076829683,1032195685,162808
6144,1024,"tt",5172106677,1063772920,210225,5130592039,1048577055,20317
65536,2048,"nn",6747967954,6268,63,26444804721,378,183
8192,4096,"tn",5331792008,919309996,29224203,26435325961,51181,48299
65536,3072,"tt",5087413172,262696196,257137604,5058616653,1032194834,108953
65536,1024,"tt",4974632709,262691923,249677842,5135983739,1048577162,17714
16384,6144,"tn",5273993000,371676925,206670872,26834761937,381378,378864
16384,0,"nn",9184522433,686,1,2081,60,37
8192,5120,"nn",23774462209,579,76,26688338336,855,30
7168,6144,"tn",5452277598,1126153024,264125,26531818709,3755,3402
12288,0,"nn",11465966540,631,7,2112,50,43
1024,1024,"tn",5042542263,1048577053,17502,26336413015,174,7
262144,131072,"tn",5558010345,252187569,252180485,6581886076,452083,418922
65536,4096,"tn",5473707633,262688650,245488932,26580641509,23533,23074
262144,16384,"tt",5494722543,252166985,252156909,7078236094,371678542,318870843
262144,131072,"nt",6535967204,506206,452614,5545925564,252189309,250320825
8192,4096,"nn",23749518419,857,516,26993101560,477,157
32768,2048,"tn",5400712019,290528511,234576043,26795625608,1348,1161
3072,1024,"tn",4964756788,1032193337,54205,26538546482,254,12
131072,8192,"nt",6345940096,344322,315632,5426383551,919312256,34251503
12288,8192,"tt",8406746879,463095528,386552903,7154802500,919338188,115324595
32768,3072,"tn",5399497163,290527719,234426132,26353671319,4180,3606
12288,4096,"nt",11456321643,1364,1193,5090487834,1042197323,74313
4096,1024,"nt",26166843286,276,9,5118102060,1048577021,17372
262144,4096,"tn",5541115263,252187702,252180481,26647910060,43409,42876
32768,3072,"nn",7476396200,1438,64,26066016512,591,10
262144,131072,"nt",6536674742,514439,446441,5543390301,252189537,250255707
32768,0,"nt",7167729841,1339,26,2136,48,40
262144,32768,"tn",5550814816,252188403,252181077,7542310596,381140,380619
16384,3072,"tn",5281230776,371675031,206804563,26327575575,3827,3189
262144,5120,"nt",6215602236,481982,7821,5095813422,1038494015,97000
7168,4096,"tt",8593789778,1126163800,211506425,5165106007,1042199932,640787
131072,1024,"tt",4947894230,252184804,251293209,5135574105,1048577652,17993
7168,6144,"nt",27980968597,784,644,5219669025,1063772856,130555
32768,6144,"tn",5402040342,290526757,234467535,26841006629,330016,328547
6144,6144,"tt",5214415543,1063774895,783300,8867233098,1063792599,244702940
7168,4096,"tt",8610501336,1126165335,213247224,5160407149,1042194393,440265
5120,4096,"nt",25825047795,368,112,5090094769,1042195275,73870
65536,65536,"nt",6806924698,436953,436517,5515810004,262695203,245542487
16384,5120,"nn",9555758357,737,45,26045560573,740,8
262144,7168,"tn",5537154109,252183805,252176487,28416045669,100850,99903
8192,6144,"tt",8958412941,919328478,290343249,5344315640,1063774022,1458235
12288,6144,"tn",5274154740,462946592,181511649,26817474284,389062,387234
65536,1024,"tn",5463268149,262694382,245484880,26646030630,693,568
16384,0,"nt",9182772027,864,55,2102,52,42
16384,0,"nn",9192610743,691,29,2206,51,41
65536,65536,"nt",6813234521,434896,433823,5522283386,262694821,245488299
5120,2048,"tt",5047025575,1038493761,114248,5131643093,1048577092,37402
32768,32768,"nn",7467845492,1378,56,7477129242,1620,4
5120,0,"nn",25804357483,456,44,2121,53,37
16384,0,"nn",9201627372,712,46,2487,50,42
8192,2048,"nt",22813602382,626,40,5119403343,1048577005,35608
12288,4096,"tn",5276944284,462945074,181335250,26545277356,55289,52530
8192,3072,"tt",7922851737,919319625,223580299,5077912900,1032197966,158686
7168,2048,"nt",27946653271,438,29,5119390523,1048577024,35584
4096,1024,"nn",27358316575,276,34,27524618064,229,13
65536,3072,"nn",6752327909,5086,76,26038390216,678,192
65536,5120,"nt",6483077903,4724,1621,5095725122,1038493690,98403
131072,6144,"nn",6447072955,170600,83,26504208589,639,4
6144,1024,"tn",5143842004,1063772986,129478,26394945058,203,53
3072,3072,"nt",25938043354,260,73,5038989017,1032194178,54500
12288,2048,"nt",11486909729,611,218,5119369971,1048577007,36056
6144,0,"tt",5132094925,1063772616,128120,2773,55,37
65536,16384,"nn",6733740544,5539,83,9441337190,1850,627
32768,2048,"tt",5163383239,290530736,253248328,5141498156,1048577531,73655
131072,6144,"tt",4974524920,252191083,252186124,5257937105,1063773453,419416
2048,1024,"nt",26467783777,166,4,5118025179,1048577018,17331
262144,131072,"tn",5550135857,252188074,252180823,6579053404,472368,440889
