"sizea","sizeb","temp","cyca","l3ra","l3ma","cycb","l3rb","l3mb"
65536,12288,"nn",6682823905,13987,6344,11710187165,2511,1416
131072,65536,"tn",5581411815,252196066,250256494,6698580778,420282,416877
262144,131072,"nn",6549079207,481262,29834,6520542767,152504,1893
6144,1024,"tn",5279700723,740308725,89227627,26497142344,277,78
6144,4096,"nn",20767254200,415,123,28288120677,689,158
16384,7168,"tn",5424154874,371684897,207734673,15154721427,191968,190006
32768,7168,"nt",7432433770,59580,58198,4549138763,591002270,85582816
65536,1024,"tn",5289855314,252185051,235583275,26756705043,886,745
8192,16,"nn",16173135650,524,259,105912029131,149,130
262144,12288,"nn",6536484343,482696,11210,11566728077,1003,82
1024,1024,"nt",26238461218,131,27,5119194295,1047774064,146100
262144,4096,"tn",5557740670,252190029,252181055,26273868460,34660,34347
262144,4096,"tn",5561099149,252190898,252182194,26346789725,37519,37195
7168,3072,"nn",16895879782,1045,746,28228526604,425,113
2048,1024,"nt",26370699832,195,40,5116989199,1047774218,54106
3072,2048,"nn",28120575298,245,40,28576113146,216,3
16384,2048,"nn",10277548238,725,121,27244023710,227,5
2048,16,"nt",26316076516,194,10,6537369814,606,321
6144,2048,"tn",5423918612,740308579,95461165,26807878932,369,113
8192,16,"nn",15261907291,526,155,105638430395,191,16
262144,8192,"tn",5557756784,252193020,252185451,14725689090,253856,253112
131072,8192,"nn",6618874158,156319,3016,14714570352,809,72
262144,3072,"nn",6552715669,482985,18787,26034746882,506,48
131072,2048,"nt",6238710300,158854,10026,5117308694,1047364587,154975
262144,131072,"tt",5627415813,252612320,252603543,5640926883,252680070,252674366
32768,16384,"tt",6515330399,290519962,290509481,7596377312,371680386,336179241
12288,16,"tt",5055829851,457054640,181710518,6599734901,265154,264752
32768,32768,"tn",5485305489,290525187,235156802,7632931938,343235,341620
12288,16,"tn",5400766414,457036542,180618366,105679076861,1865,1787
131072,5120,"tt",5126261003,252257046,252213191,5410910012,913964649,48556073
32768,6144,"tt",5837058852,290662902,278557181,5289318648,740310302,90824201
2048,2048,"nt",26451959062,179,28,5115937975,1047364699,149629
65536,8192,"nn",6805131739,7030,2490,14848105068,810,29
